homelat,homelon,homecontinent,n
34.802075,38.996815000000005,Europe,19
-8.874217,125.727539,Europe,2
13.1939,-59.5432,Europe,10
0.0,0.0,Europe,0
19.856270000000002,102.495496,Europe,16
26.3351,17.228331,Europe,24
31.9522,35.2332,Europe,267
11.8037,-15.1804,Europe,36
17.570692,-3.9961660000000006,Europe,87
17.357822,-62.782998,Europe,12
64.8255,-124.8457,Europe,5
64.2823,-135.0,Europe,8
42.602636,20.902977,Europe,250
21.9162,95.956,Europe,27
18.2206,-63.0686,Europe,3
18.4207,-64.64,Europe,3
21.694000000000003,-71.7979,Europe,8
0.0,0.0,Europe,9
-22.3285,24.6849,Europe,13
-3.3731,29.9189,Europe,3
8.460555000000001,-11.779889,Europe,8
12.1784,-68.2385,Europe,2
-13.254307999999998,34.301525,Europe,9
-51.7963,-59.5236,Europe,5
46.8852,-56.3159,Europe,1
6.877000000000001,31.307,Europe,4
24.2155,-12.8858,Europe,4
0.18636,6.613081,Europe,4
15.552726999999999,48.516388,Europe,1
