homelat,homelon,homecontinent,n
49.8175,15.472999999999999,Europe,4091
61.8926,-6.9118,Europe,179
71.7069,-42.6043,Europe,10
56.2639,9.5018,Europe,3757
11.8251,42.5903,Europe,49
18.7357,-70.1627,Europe,1488
-1.8312,-78.1834,Europe,3368
26.0,30.0,Europe,985
13.7942,-88.8965,Europe,46
1.5,10.0,Europe,16
15.1794,39.7823,Europe,22
58.5953,25.0136,Europe,961
-26.5225,31.4659,Europe,9
9.145,40.4897,Europe,35
-17.7134,178.065,Europe,7
64.0,26.0,Europe,1615
3.9339,-53.1258,Europe,57
-17.6797,149.4068,Europe,39
16.25,-61.5833,Europe,130
-12.8275,45.1662,Europe,128
-20.9043,165.618,Europe,18
-21.1351,55.2471,Europe,321
17.9,-62.8333,Europe,6
18.0708,-63.0501,Europe,22
14.6415,-61.0242,Europe,143
46.2276,2.2137,Europe,64338
-0.8037,11.6094,Europe,21
13.4432,-15.3101,Europe,4
42.3154,43.3569,Europe,155
51.0,9.0,Europe,91159
7.9465,-1.0232,Europe,205
39.0742,21.8243,Europe,1613
15.7835,-90.2308,Europe,50
9.9456,-9.6966,Europe,73
5.0,-58.75,Europe,23
18.9712,-72.2852,Europe,18
41.9029,12.4534,Europe,7
15.2,-86.2419,Europe,222
47.1625,19.5033,Europe,623
64.9631,-19.0208,Europe,1364
21.0,78.0,Europe,2567
-0.7893,113.9213,Europe,1986
32.0,53.0,Europe,53183
33.0,44.0,Europe,820
53.1424,-7.6921,Europe,4273
31.0,35.0,Europe,7428
43.0,12.0,Europe,119827
18.1096,-77.2975,Europe,47
36.0,138.0,Europe,2617
31.24,36.51,Europe,310
48.0196,66.9237,Europe,464
-0.0236,37.9062,Europe,122
36.0,128.0,Europe,10062
29.5,47.75,Europe,417
41.2044,74.7661,Europe,130
56.8796,24.6032,Europe,493
33.8547,35.8623,Europe,508
6.4281,-9.4295,Europe,7
47.14,9.55,Europe,75
55.1694,23.8813,Europe,696
49.8153,6.1296,Europe,2612
-18.7669,46.8691,Europe,70
2.5,112.5,Europe,3333
3.2028,73.2207,Europe,19
35.9375,14.3754,Europe,202
21.0079,10.9408,Europe,6
-20.2,57.5,Europe,186
23.6345,-102.5528,Europe,1510
47.4116,28.3699,Europe,591
43.7333,7.4167,Europe,64
46.8625,103.8467,Europe,14
42.5,19.3,Europe,174
31.7917,-7.0926,Europe,791
-22.9576,18.4904,Europe,14
28.1667,84.25,Europe,6
12.5186,-70.0358,Europe,62
12.1696,-68.99,Europe,11
18.0425,-63.0548,Europe,23
52.1326,5.2913,Europe,15723
-40.9006,174.886,Europe,868
12.8654,-85.2072,Europe,5
17.6078,8.0817,Europe,120
9.082,8.6753,Europe,210
41.6086,21.7453,Europe,430
60.472,8.4689,Europe,5370
21.0,57.0,Europe,252
30.3753,69.3451,Europe,2686
8.538,-80.7821,Europe,1475
-6.315,143.9555,Europe,1
-23.4425,-58.4438,Europe,92
-9.19,-75.0152,Europe,1595
13.0,122.0,Europe,3018
51.9194,19.1451,Europe,3383
39.3999,-8.2245,Europe,9886
25.3548,51.1839,Europe,1075
45.9432,24.9668,Europe,3183
60.0,90.0,Europe,4149
-1.9403,29.8739,Europe,89
13.9094,-60.9789,Europe,13
12.9843,-61.2872,Europe,3
43.9424,12.4578,Europe,245
24.0,45.0,Europe,2039
14.4974,-14.4524,Europe,207
44.0165,21.0059,Europe,1476
-4.6796,55.492,Europe,10
1.2833,103.8333,Europe,1114
48.669,19.699,Europe,450
46.1512,14.9955,Europe,934
5.1521,46.1996,Europe,7
-30.5595,22.9375,Europe,1505
40.0,-4.0,Europe,119199
7.0,81.0,Europe,159
12.8628,30.2176,Europe,10
3.9193,-56.0278,Europe,10
63.0,16.0,Europe,6131
46.8182,8.2275,Europe,19606
23.7,121.0,Europe,348
-6.369,34.8888,Europe,20
15.0,101.0,Europe,1978
8.6195,0.8248,Europe,40
10.6918,-61.2225,Europe,98
34.0,9.0,Europe,495
38.9637,35.2433,Europe,20921
1.0,32.0,Europe,48
48.3794,31.1656,Europe,1072
24.0,54.0,Europe,1264
32.3078,-64.7505,Europe,35
19.3133,-81.2546,Europe,28
49.3723,-2.3644,Europe,232
36.1408,-5.3536,Europe,95
54.2361,-4.5481,Europe,114
16.7425,-62.1874,Europe,6
55.3781,-3.4360000000000004,Europe,38168
-32.5228,-55.7658,Europe,369
37.0902,-95.7129,Europe,275586
41.3775,64.5853,Europe,227
6.4238,-66.5897,Europe,153
16.0,108.0,Europe,237
-15.4167,28.2833,Europe,39
-20.0,30.0,Europe,9
0.0,0.0,Europe,0
15.415,-61.371,Europe,12
12.1165,-61.678999999999995,Europe,12
-18.665695,35.529562,Europe,10
34.802075,38.996815000000005,Europe,16
-8.874217,125.727539,Europe,1
13.1939,-59.5432,Europe,4
0.0,0.0,Europe,0
19.856270000000002,102.495496,Europe,10
26.3351,17.228331,Europe,11
31.9522,35.2332,Europe,194
11.8037,-15.1804,Europe,15
17.570692,-3.9961660000000006,Europe,39
17.357822,-62.782998,Europe,9
64.8255,-124.8457,Europe,2
64.2823,-135.0,Europe,6
42.602636,20.902977,Europe,126
21.9162,95.956,Europe,20
18.2206,-63.0686,Europe,3
18.4207,-64.64,Europe,3
21.694000000000003,-71.7979,Europe,5
0.0,0.0,Europe,9
-22.3285,24.6849,Europe,4
-3.3731,29.9189,Europe,3
8.460555000000001,-11.779889,Europe,2
12.1784,-68.2385,Europe,2
-13.254307999999998,34.301525,Europe,3
-51.7963,-59.5236,Europe,0
46.8852,-56.3159,Europe,0
6.877000000000001,31.307,Europe,0
24.2155,-12.8858,Europe,0
0.18636,6.613081,Europe,0
15.552726999999999,48.516388,Europe,0
