homelat,homelon,homecontinent,n
33.0,65.0,Europe,0
41.1533,20.1683,Europe,0
28.0339,1.6596,Europe,0
42.5063,1.5218,Europe,0
-11.2027,17.8739,Europe,0
17.0608,-61.7964,Europe,0
-38.4161,-63.6167,Europe,0
40.0691,45.0382,Europe,0
-35.4735,149.0124,Europe,0
-33.8688,151.2093,Europe,4
-12.4634,130.8456,Europe,0
-28.0167,153.4,Europe,5
-34.9285,138.6007,Europe,2
-41.4545,145.9707,Europe,0
-37.8136,144.9631,Europe,4
-31.9505,115.8605,Europe,0
47.5162,14.5501,Europe,0
40.1431,47.5769,Europe,0
25.0343,-77.3963,Europe,0
26.0275,50.55,Europe,0
23.685,90.3563,Europe,0
13.1939,-59.5432,Europe,0
53.7098,27.9534,Europe,0
50.8333,4.0,Europe,1
9.3077,2.3158,Europe,0
27.5142,90.4336,Europe,0
-16.2902,-63.5887,Europe,0
43.9159,17.6791,Europe,0
-14.235,-51.9253,Europe,0
4.5353,114.7277,Europe,0
42.7339,25.4858,Europe,0
12.2383,-1.5616,Europe,0
16.5388,-23.0418,Europe,0
11.55,104.9167,Europe,1
3.8480000000000003,11.5021,Europe,0
53.9333,-116.5765,Europe,0
49.2827,-123.1207,Europe,4
37.6489,-122.6655,Europe,0
53.7609,-98.8139,Europe,0
46.5653,-66.4619,Europe,0
53.1355,-57.6604,Europe,0
44.681999999999995,-63.7443,Europe,0
51.2538,-85.3232,Europe,3
46.5107,-63.4168,Europe,0
52.9399,-73.5491,Europe,0
52.9399,-106.4509,Europe,0
6.6111,20.9394,Europe,0
15.4542,18.7322,Europe,0
-35.6751,-71.543,Europe,0
31.8257,117.2264,Europe,962
40.1824,116.4142,Europe,380
30.0572,107.874,Europe,551
26.0789,117.9874,Europe,287
37.8099,101.0583,Europe,90
23.3417,113.4244,Europe,1316
23.8298,108.7881,Europe,237
26.8154,106.8748,Europe,144
19.1959,109.7453,Europe,162
39.549,116.1306,Europe,300
47.861999999999995,127.7615,Europe,445
33.882,113.61399999999999,Europe,1231
22.3,114.2,Europe,57
30.9756,112.2707,Europe,58182
27.6104,111.7088,Europe,1004
44.0935,113.9448,Europe,70
32.9711,119.455,Europe,617
27.614,115.7221,Europe,925
43.6661,126.1923,Europe,89
41.2956,122.6085,Europe,121
22.1667,113.55,Europe,10
37.2692,106.1655,Europe,70
