homelat,homelon,homecontinent,n
33.0,65.0,Europe,24
41.1533,20.1683,Europe,76
28.0339,1.6596,Europe,139
42.5063,1.5218,Europe,88
-11.2027,17.8739,Europe,2
17.0608,-61.7964,Europe,1
-38.4161,-63.6167,Europe,158
40.0691,45.0382,Europe,160
-35.4735,149.0124,Europe,9
-33.8688,151.2093,Europe,436
-12.4634,130.8456,Europe,3
-28.0167,153.4,Europe,221
-34.9285,138.6007,Europe,67
-41.4545,145.9707,Europe,16
-37.8136,144.9631,Europe,229
-31.9505,115.8605,Europe,90
47.5162,14.5501,Europe,2814
40.1431,47.5769,Europe,53
25.0343,-77.3963,Europe,4
26.0275,50.55,Europe,305
23.685,90.3563,Europe,25
13.1939,-59.5432,Europe,6
53.7098,27.9534,Europe,76
50.8333,4.0,Europe,2815
9.3077,2.3158,Europe,2
27.5142,90.4336,Europe,2
-16.2902,-63.5887,Europe,19
43.9159,17.6791,Europe,93
-14.235,-51.9253,Europe,1021
4.5353,114.7277,Europe,83
42.7339,25.4858,Europe,163
12.2383,-1.5616,Europe,64
16.5388,-23.0418,Europe,3
11.55,104.9167,Europe,53
3.8480000000000003,11.5021,Europe,27
53.9333,-116.5765,Europe,195
49.2827,-123.1207,Europe,424
37.6489,-122.6655,Europe,10
53.7609,-98.8139,Europe,18
46.5653,-66.4619,Europe,17
53.1355,-57.6604,Europe,6
44.681999999999995,-63.7443,Europe,21
51.2538,-85.3232,Europe,377
46.5107,-63.4168,Europe,2
52.9399,-73.5491,Europe,181
52.9399,-106.4509,Europe,26
6.6111,20.9394,Europe,3
15.4542,18.7322,Europe,1
-35.6751,-71.543,Europe,537
31.8257,117.2264,Europe,990
40.1824,116.4142,Europe,504
30.0572,107.874,Europe,576
26.0789,117.9874,Europe,303
37.8099,101.0583,Europe,134
23.3417,113.4244,Europe,1400
23.8298,108.7881,Europe,254
26.8154,106.8748,Europe,146
19.1959,109.7453,Europe,168
39.549,116.1306,Europe,318
47.861999999999995,127.7615,Europe,484
33.882,113.61399999999999,Europe,1273
22.3,114.2,Europe,273
30.9756,112.2707,Europe,67800
27.6104,111.7088,Europe,1018
44.0935,113.9448,Europe,75
32.9711,119.455,Europe,631
27.614,115.7221,Europe,935
43.6661,126.1923,Europe,93
41.2956,122.6085,Europe,126
22.1667,113.55,Europe,18
37.2692,106.1655,Europe,75
35.7452,95.9956,Europe,18
35.1917,108.8701,Europe,248
36.3427,118.1498,Europe,764
31.201999999999998,121.4491,Europe,380
37.5777,112.2922,Europe,133
30.6171,102.7103,Europe,542
39.3054,117.323,Europe,137
31.6927,88.0924,Europe,1
41.1129,85.2401,Europe,76
24.974,101.48700000000001,Europe,176
29.1832,120.0934,Europe,1236
4.5709,-74.2973,Europe,196
-4.0383,21.7587,Europe,3
