homelat,homelon,homecontinent,n
33.0,65.0,Europe,40
41.1533,20.1683,Europe,89
28.0339,1.6596,Europe,201
42.5063,1.5218,Europe,113
-11.2027,17.8739,Europe,2
17.0608,-61.7964,Europe,1
-38.4161,-63.6167,Europe,266
40.0691,45.0382,Europe,194
-35.4735,149.0124,Europe,19
-33.8688,151.2093,Europe,669
-12.4634,130.8456,Europe,5
-28.0167,153.4,Europe,259
-34.9285,138.6007,Europe,100
-41.4545,145.9707,Europe,22
-37.8136,144.9631,Europe,355
-31.9505,115.8605,Europe,120
47.5162,14.5501,Europe,3582
40.1431,47.5769,Europe,65
25.0343,-77.3963,Europe,4
26.0275,50.55,Europe,334
23.685,90.3563,Europe,27
13.1939,-59.5432,Europe,14
53.7098,27.9534,Europe,76
50.8333,4.0,Europe,3401
9.3077,2.3158,Europe,2
27.5142,90.4336,Europe,2
-16.2902,-63.5887,Europe,24
43.9159,17.6791,Europe,126
-14.235,-51.9253,Europe,1546
4.5353,114.7277,Europe,88
42.7339,25.4858,Europe,187
12.2383,-1.5616,Europe,75
16.5388,-23.0418,Europe,3
11.55,104.9167,Europe,84
3.8480000000000003,11.5021,Europe,40
53.9333,-116.5765,Europe,259
49.2827,-123.1207,Europe,424
37.6489,-122.6655,Europe,13
53.7609,-98.8139,Europe,20
46.5653,-66.4619,Europe,17
53.1355,-57.6604,Europe,9
44.681999999999995,-63.7443,Europe,28
51.2538,-85.3232,Europe,425
46.5107,-63.4168,Europe,3
52.9399,-73.5491,Europe,219
52.9399,-106.4509,Europe,52
6.6111,20.9394,Europe,3
15.4542,18.7322,Europe,1
-35.6751,-71.543,Europe,632
31.8257,117.2264,Europe,990
40.1824,116.4142,Europe,522
30.0572,107.874,Europe,577
26.0789,117.9874,Europe,313
37.8099,101.0583,Europe,136
23.3417,113.4244,Europe,1413
23.8298,108.7881,Europe,254
26.8154,106.8748,Europe,146
19.1959,109.7453,Europe,168
39.549,116.1306,Europe,319
47.861999999999995,127.7615,Europe,484
33.882,113.61399999999999,Europe,1274
22.3,114.2,Europe,317
30.9756,112.2707,Europe,67800
27.6104,111.7088,Europe,1018
44.0935,113.9448,Europe,75
32.9711,119.455,Europe,633
27.614,115.7221,Europe,936
43.6661,126.1923,Europe,93
41.2956,122.6085,Europe,127
22.1667,113.55,Europe,24
37.2692,106.1655,Europe,75
35.7452,95.9956,Europe,18
35.1917,108.8701,Europe,248
36.3427,118.1498,Europe,767
31.201999999999998,121.4491,Europe,404
37.5777,112.2922,Europe,133
30.6171,102.7103,Europe,543
39.3054,117.323,Europe,137
31.6927,88.0924,Europe,1
41.1129,85.2401,Europe,76
24.974,101.48700000000001,Europe,176
29.1832,120.0934,Europe,1238
4.5709,-74.2973,Europe,231
-4.0383,21.7587,Europe,3
-4.0383,21.7587,Europe,30
9.7489,-83.7534,Europe,134
7.54,-5.5471,Europe,14
45.1,15.2,Europe,254
0.0,0.0,Europe,712
22.0,-80.0,Europe,35
35.1264,33.4299,Europe,95
49.8175,15.472999999999999,Europe,1120
61.8926,-6.9118,Europe,115
71.7069,-42.6043,Europe,4
56.2639,9.5018,Europe,1395
11.8251,42.5903,Europe,1
18.7357,-70.1627,Europe,202
-1.8312,-78.1834,Europe,789
26.0,30.0,Europe,327
13.7942,-88.8965,Europe,3
1.5,10.0,Europe,6
15.1794,39.7823,Europe,1
58.5953,25.0136,Europe,326
-26.5225,31.4659,Europe,4
9.145,40.4897,Europe,11
-17.7134,178.065,Europe,2
64.0,26.0,Europe,626
3.9339,-53.1258,Europe,18
-17.6797,149.4068,Europe,18
16.25,-61.5833,Europe,58
-12.8275,45.1662,Europe,11
-20.9043,165.618,Europe,4
-21.1351,55.2471,Europe,64
17.9,-62.8333,Europe,3
18.0708,-63.0501,Europe,5
14.6415,-61.0242,Europe,44
46.2276,2.2137,Europe,16018
-0.8037,11.6094,Europe,5
13.4432,-15.3101,Europe,1
42.3154,43.3569,Europe,54
51.0,9.0,Europe,24873
7.9465,-1.0232,Europe,23
39.0742,21.8243,Europe,624
15.7835,-90.2308,Europe,19
9.9456,-9.6966,Europe,2
5.0,-58.75,Europe,19
18.9712,-72.2852,Europe,2
41.9029,12.4534,Europe,1
15.2,-86.2419,Europe,26
47.1625,19.5033,Europe,131
64.9631,-19.0208,Europe,568
21.0,78.0,Europe,396
-0.7893,113.9213,Europe,514
32.0,53.0,Europe,21638
33.0,44.0,Europe,233
53.1424,-7.6921,Europe,906
31.0,35.0,Europe,883
43.0,12.0,Europe,59138
18.1096,-77.2975,Europe,19
36.0,138.0,Europe,1101
31.24,36.51,Europe,112
48.0196,66.9237,Europe,60
-0.0236,37.9062,Europe,15
36.0,128.0,Europe,8961
29.5,47.75,Europe,188
41.2044,74.7661,Europe,14
56.8796,24.6032,Europe,139
